"Symbol","GSM648313_01_3328","GSM648314_01_cont_3879","GSM648315_02_3329","GSM648316_02_cont_1816","GSM648317_03_3330","GSM648318_1_03_cont_1490","GSM648319_04_3326","GSM648320_04_cont_3795","GSM648321_05_3327","GSM648322_05_cont_3871","GSM648323_06_3331","GSM648324_06_cont_2872","GSM648325_07_3332","GSM648326_07_cont_3825","GSM648327_08_3333","GSM648328_08_cont_1922","GSM648329_09_3616","GSM648330_09_cont_3876","GSM648331_10_3617","GSM648332_10_cont_2833","GSM648333_11_3612","GSM648334_11_cont_3872","GSM648363_12_3613","GSM648364_12_cont_3874","GSM648365_13_3618","GSM648366_13_cont_3868","GSM648367_14_3619","GSM648368_14_cont_1934","GSM648369_15_3620","GSM648370_15_cont_2859","GSM648371_16_3621","GSM648372_16_cont_1387","GSM648373_17_3622","GSM648374_17_cont_2834","GSM648375_18_3623","GSM648376_18_cont_3723","GSM648377_19_3624","GSM648378_19_cont_2800","GSM648379_20_3625","GSM648380_20_cont_1467","GSM648381_22_3829","GSM648382_22_cont_2836","GSM648383_23_3830","GSM648384_23_cont_1405","GSM648385_24_3831","GSM648386_24_cont_2871","GSM648387_25_3832","GSM648388_25_down21_3626","GSM648389_26_3833","GSM648390_26_cont_1415","GSM648391_27_3834","GSM648392_27_cont_1574","GSM648393_28_3835","GSM648394_28_cont_3335","GSM648395_29_3836","GSM648396_29_cont_3873","GSM648397_30_3837","GSM648398_30_cont_2689","GSM648399_31_3838","GSM648400_31_cont_3334","GSM648402_32_3839","GSM648404_32_cont_1416","GSM648406_33_3840","GSM648407_33_cont_1491","GSM648409_34_3841","GSM648410_34_cont_3869","GSM648412_35_3842","GSM648413_35_cont_3757","GSM648415_36_3843","GSM648416_36_cont_3759","GSM648417_37_3844","GSM648418_37_cont_2799","GSM648419_38_3863","GSM648421_38_cont_3877","GSM648422_39_3864","GSM648423_39_cont_2801","GSM648424_40_3865","GSM648432_40_cont_3749","GSM648433_41_3866","GSM648434_41_cont_3878","GSM648435_42_3867","GSM648436_42_cont_3875","GSM648438_1_45_3870","GSM648439_45_cont_3880"
"KIF19",333.0363,93.31282,266.4795,360.9764,342.3839,190.409,153.5539,343.4467,110.7616,549.8691,138.9521,229.0571,192.4295,194.6135,192.0486,454.8893,261.8746,84.49419,99.93392,182.4369,681.618,183.8574,222.591,174.4777,213.9428,267.43,181.7339,357.2121,237.4835,84.75381,548.8113,141.3173,113.0763,164.9615,245.5079,737.9501,164.7893,221.9219,135.8142,329.5853,142.4468,350.1277,176.6704,454.3821,182.4715,783.0928,169.8291,125.9447,253.2397,152.3035,125.844,165.0874,140.4809,264.3206,225.0727,181.1328,370.8883,127.0866,154.7065,498.3609,308.6073,423.514,133.0021,212.408,107.1855,110.3855,469.268,189.0527,240.9856,258.6723,131.181,115.9887,273.6284,114.4288,202.1126,196.9641,322.7333,204.1075,335.0152,138.1226,266.311,176.3137,139.6214,85.59154
"KLRF2",2.859884,2.796783,3.425136,3.429797,2.259321,1.96187,3.276474,2.815663,2.74341,3.38223,2.137331,2.554755,2.985708,3.268161,2.863886,3.08497,3.465769,3.312683,3.391227,3.776306,3.791905,2.623818,2.503066,2.812174,3.575413,3.069355,3.589711,2.693845,3.498084,4.766619,4.004619,4.115743,2.453594,2.354972,2.540387,2.489291,3.606623,10.23631,3.472319,2.780578,2.370849,2.908522,12.06212,2.132814,2.605811,3.522596,3.819934,2.680019,2.602541,2.971138,2.517869,2.511895,2.331268,2.642173,2.331866,2.32212,3.06171,3.111705,2.159056,2.059918,2.601014,3.230799,3.147762,3.549841,3.196467,2.88498,2.733256,3.147517,3.007442,3.028946,2.722595,2.613317,2.165047,2.10089,2.7624,2.49486,3.096937,3.270771,2.785348,2.493325,2.710345,2.51163,1.983096,2.088325
"LINC01061",2297.742,3060.155,2346.565,1953.253,2070.907,1400.788,4069.889,1333.862,2697.84,3834.079,1866.747,2244.731,2516.933,1521.676,2908.572,2571.459,2376.768,2830.465,1567.007,3022.5,2063.747,1608.524,1775.937,2264.372,3267.756,3175.92,1922.016,1638.083,1289.722,3248.078,2830.409,1014.64,2942.817,2802.276,3529.08,1655.697,2459.362,1822.176,3289.297,2090.05,1332.318,2116.315,2953.918,665.3065,2727.47,1909.73,3044.088,2673.075,2374.957,1376.096,2749.335,856.8997,1298.839,1350.129,2372.363,2291.571,1668.353,2030.135,2531.713,3842.568,1519.855,1657.803,2786.05,1719.063,1593.269,2561.568,2798.188,1348.273,4094.448,1914.036,2254.562,2777.107,2288.512,2314.231,2242.281,2431.732,1409.324,1928.865,1261.894,2763.109,2103.027,2503.613,2152.899,1857.235
"LOC100128993",3.030759,3.045403,3.632291,3.641651,4.107443,3.210898,3.452013,3.034108,2.985632,3.617313,2.1669,5.383902,3.117391,3.460842,3.25743,3.517544,3.74831,3.491322,3.873636,4.65082,4.125005,2.833387,2.643493,2.974415,4.008024,3.335198,3.835277,3.013788,3.918774,5.100635,4.250713,4.324994,2.514449,2.519079,2.684565,2.614095,3.96674,5.068558,2.863276,2.904589,2.561663,3.041534,3.117693,2.209477,2.854326,3.727708,4.203508,3.06476,2.802936,3.070843,2.712321,2.687212,2.417837,2.830347,2.578596,2.508621,3.331208,3.320717,2.253849,2.203581,2.670883,3.433515,3.740021,3.765666,3.61086,3.500228,2.927622,3.310588,3.452528,3.48906,3.5992,2.768481,2.229494,3.812822,3.07062,2.78074,3.403337,3.598466,2.977933,2.636033,2.965208,2.774117,4.017626,2.131399
"LOC101060524///DRD5P2",8.015329,6.035793,8.653073,3.589748,2.510554,6.065681,8.473128,2.935842,2.871534,50.44579,3.914911,8.922739,5.744015,3.857938,3.013786,7.489517,3.644324,5.651217,3.510906,8.92741,5.418118,2.761716,7.536487,6.856296,4.797125,5.534486,3.708915,2.927005,3.657268,4.889127,4.066161,4.213348,13.21899,7.37931,2.614566,10.37068,3.772752,12.82807,11.02139,2.901258,2.482672,8.353365,3.701102,2.503139,2.753071,4.821139,9.968981,4.180202,3.786039,3.089801,2.695065,2.624168,2.410503,8.167295,14.78535,5.300883,9.769209,4.390007,3.635441,8.391879,2.726485,7.265076,3.308927,3.720925,3.728027,3.640998,2.879554,6.398161,3.138341,3.50963,3.852492,2.727821,4.828046,5.492673,2.839832,4.138896,3.17808,7.745423,3.318402,7.424086,2.819746,9.061343,3.417858,6.793909
"LOC101927211",3.418483,3.820482,4.00936,4.208573,3.097882,2.305107,3.84845,3.471743,3.363376,4.192393,2.526435,2.942816,3.472191,3.877545,3.608352,3.854205,4.20056,4.045559,4.10511,5.04774,4.598025,3.075951,2.880191,3.303531,4.385432,3.60941,4.330407,3.34475,4.360119,5.804552,4.708613,4.835526,2.83833,2.81957,3.016008,2.956678,4.385426,5.587035,2.82233,3.439219,2.839722,3.370722,2.68067,2.446794,3.116343,4.147965,4.76745,3.382249,2.981827,3.385336,2.969771,3.080492,2.687933,3.01237,2.892681,2.79976,3.779398,3.761283,2.534366,2.543316,3.012459,3.942797,4.026097,4.155172,4.072747,3.572026,3.307878,3.747936,3.790247,4.056038,3.432769,3.157803,2.544226,2.429953,3.396323,3.10639,3.810075,4.007464,3.30262,2.929197,3.359537,3.065208,2.301904,2.406481
"LOC341056",57.25983,55.39109,56.22709,57.20732,33.58292,29.79381,61.44573,39.40631,45.69335,74.35459,42.19983,70.99242,60.39197,59.87836,62.77614,87.84467,44.6036,40.90094,34.41093,73.84157,47.22647,48.28604,65.35408,73.2344,45.79297,105.5277,30.63015,71.24627,21.37456,45.95274,77.56655,19.52134,72.21329,113.6258,55.40411,87.88664,30.1179,56.97307,63.18386,115.311,28.5815,69.45601,41.63205,10.59107,69.80851,86.58542,35.63115,36.97667,50.16026,30.56457,36.48048,23.82895,40.56147,100.4848,73.97779,29.10114,56.94198,40.19357,29.35087,95.78762,37.45284,28.51808,57.52627,32.31262,97.89245,81.08518,58.0353,93.2333,47.81873,52.10217,54.67828,96.36558,40.35396,39.71982,68.74397,72.56897,41.50551,52.23694,86.02406,75.05632,34.66366,61.56659,53.1832,55.06472
"LOC389705",416.5301,459.1833,416.8275,600.5785,198.6811,161.4103,500.7193,287.0052,214.9624,488.5747,238.1521,433.7909,274.146,313.706,235.8342,462.0676,218.9749,222.5218,138.2864,233.5041,338.9388,325.9768,385.4445,485.6479,194.0446,681.5539,225.9075,445.5564,63.9045,257.2247,284.4485,405.9411,272.7444,660.124,256.8661,516.1121,121.2165,271.7508,353.464,949.4598,235.5715,584.6451,169.529,290.2677,356.934,524.6997,144.0233,136.2765,359.8802,379.9127,140.1173,180.3589,176.4842,580.8317,384.791,192.504,274.7096,248.526,246.8221,453.9167,266.6331,362.7617,234.073,279.9548,571.0248,476.4389,238.7219,573.9498,243.3618,268.6828,200.411,396.8907,240.3132,235.1402,185.2187,378.3655,415.0913,294.6538,492.9459,473.8993,295.3255,380.3354,288.3835,318.1633
"LOC728739",47.52504,57.09965,41.5609,71.24282,32.57535,51.94582,63.73226,45.49076,34.73845,85.17014,39.23815,70.24914,48.38029,48.77447,40.3727,77.30903,27.95797,39.99457,26.61059,46.38171,49.26395,63.31456,52.92116,72.93936,34.70225,147.0905,22.70952,49.2913,12.9467,43.10509,44.07049,57.75678,60.35135,112.5529,41.17037,82.89831,16.90967,52.62843,65.43912,140.2544,19.65103,63.29954,34.53874,47.37017,49.56792,68.62377,22.57308,18.71993,43.35556,43.52869,18.78304,26.16258,36.80241,109.1568,60.65254,38.00812,43.59725,50.82691,36.68885,74.02876,40.08709,96.40768,42.58216,47.95409,92.87663,60.14102,54.51015,89.17188,44.83744,42.92428,29.99951,75.07317,35.18034,49.57151,47.28135,60.65358,47.78314,40.9625,86.02643,84.23391,46.71112,65.72876,61.57058,51.31272
"LRRC3C",6.908411,3.498932,8.011518,12.00294,6.059254,4.246996,6.746437,5.151697,3.007437,3.651404,4.958969,7.517532,3.142779,3.998653,3.370723,3.571908,3.782617,3.52928,3.894837,4.797096,4.117794,2.84866,7.375213,5.052955,4.026939,3.349073,3.865528,3.033592,3.956602,5.154564,4.270653,4.318765,2.538076,4.195118,3.361657,2.638239,3.969712,5.079243,7.056413,3.832697,4.949088,7.886548,4.579461,3.402676,4.956502,3.750232,4.245585,3.05496,3.427472,5.119446,2.687692,2.701629,4.364342,2.86135,7.978792,2.524368,3.373705,4.021333,2.280317,2.395464,2.660154,3.46343,3.762488,3.803789,3.663204,3.459806,3.283125,3.344677,3.510882,3.425459,3.040173,2.784183,2.823546,2.772835,3.087875,2.804116,3.433225,3.607039,2.976287,2.646367,4.908972,2.794182,2.506593,2.142771
"NDUFAF4P1",2.76863,2.750284,3.446611,4.471626,2.239493,1.92371,3.247224,2.780753,2.74465,3.377688,2.878848,2.471847,26.17065,3.151304,2.819158,3.443757,3.465984,3.261429,3.435933,3.894073,4.769609,4.494696,2.448411,4.010837,4.192328,14.72604,3.491809,2.716238,3.460397,6.221565,3.906919,4.001014,2.365391,2.272642,2.487691,2.427034,3.540986,4.632945,2.362134,2.690155,2.405961,6.606864,2.253577,2.078239,2.615418,3.418181,3.836662,2.787075,2.497679,2.857978,2.529443,2.493013,2.308168,2.667035,2.366117,2.3026,2.988459,3.027303,2.08208,2.002852,2.508278,3.194054,3.225766,3.474579,3.236355,3.151376,22.51676,6.838155,3.02503,3.180262,2.745535,2.581883,2.074167,2.017177,2.738255,2.487609,3.090084,5.677209,2.814405,5.128438,2.707214,2.475409,1.901862,1.993959
"OPA3",1073.719,1067.663,1178.828,987.4011,515.7272,521.6235,969.0957,1143.746,406.9211,990.9249,501.042,723.7635,566.5804,781.9403,579.5011,708.7805,637.4023,551.2087,522.5816,503.3055,741.2973,844.2864,1055.814,1337.808,648.4711,977.9789,398.8301,698.6482,658.3591,437.19,1202.539,656.7658,1127.281,1110.378,829.0527,1134.73,475.5382,622.991,972.8757,1046.846,618.4835,1033.384,642.5546,578.2985,944.8954,912.8945,692.1142,587.2331,1314.505,943.9818,521.558,402.2662,403.3136,1233.507,968.5898,340.4761,886.8367,463.9303,501.666,1012.126,561.1749,885.4623,787.6266,578.0608,1069.814,619.0232,859.9843,847.3945,673.3438,651.15,691.6392,993.5497,578.8759,524.7749,1173.428,651.2225,573.8932,766.2628,1205.593,874.7251,683.4478,748.601,802.3061,609.2042
"OR51Q1",2.932021,2.772073,12.93484,3.487411,5.173873,2.311672,6.684755,2.851839,2.697902,3.335607,2.061347,2.549901,5.585833,3.138422,3.641598,2.979331,3.440679,3.30838,3.273707,3.747302,3.791335,2.53498,2.485318,2.814651,3.446347,2.868941,3.562339,2.689071,3.441868,4.710677,3.829923,4.006028,2.388055,3.046591,5.393273,2.421035,3.44261,4.625503,2.341429,2.822378,6.360761,7.201628,3.046767,2.058853,2.419046,3.27195,3.915391,2.678344,2.556091,2.892705,2.482089,2.456453,2.294674,2.525648,2.248281,2.224555,2.944562,3.045487,2.923289,2.056465,2.396111,3.116936,3.089475,3.5672,3.146575,2.801174,2.688296,3.056066,2.851361,2.837778,3.653499,9.382385,2.121598,2.054913,2.632403,2.375139,3.128317,3.255303,2.703486,2.477444,2.721733,4.52606,1.885108,2.554831
"OR8G2",3.984362,2.994757,7.418023,3.679452,7.629003,5.450059,3.475336,3.055235,2.957777,3.785168,3.451878,4.544131,3.235437,3.562075,3.178337,3.479954,3.734112,3.582237,3.546814,4.026586,4.216007,2.874624,2.583327,4.53183,4.065435,3.29965,3.926,4.529553,3.856751,5.163731,4.24542,4.427823,2.611105,2.49006,2.718802,2.708879,3.910782,5.168537,3.223371,3.075881,5.033367,3.312955,2.575113,2.208977,2.778414,3.710952,4.22527,2.881003,2.676454,3.050064,2.691584,2.73769,2.490723,3.788537,2.490305,2.893185,3.423938,3.434532,4.339152,2.755426,2.728386,3.452881,3.266169,3.759427,3.557714,3.256283,3.010766,3.44548,3.345673,3.398918,2.976644,2.835854,4.286723,5.528521,3.020873,2.783603,3.35275,3.500322,3.272047,2.614576,3.001205,2.74628,2.06268,4.025603
"PCLO",2.887943,2.857248,3.433022,3.450216,2.270153,1.932489,3.236151,2.818799,2.741886,3.39548,2.088026,2.522089,2.977703,3.25806,2.974273,3.213837,3.495889,3.333078,3.305941,3.779312,3.815835,2.65273,2.470575,2.794238,3.793657,3.066191,3.666452,2.728227,3.59016,4.860297,3.979098,4.14767,2.420476,2.362106,2.551743,2.48422,3.631244,4.691086,2.38121,2.85231,2.330157,2.865425,2.267742,2.095385,2.60376,3.488521,3.924427,2.704592,2.564138,2.904998,2.523726,2.528874,2.373246,2.569816,2.333672,2.32461,3.156281,3.145696,2.157896,2.067387,2.568062,3.22906,3.077177,3.507889,3.296678,3.136648,2.750038,3.169462,3.101427,3.152528,2.748588,2.62793,2.152365,2.096111,2.825202,2.568578,3.119942,3.302848,2.765977,2.472737,2.750106,2.578298,1.947091,2.070348
"PGAM1P4",14.31433,10.29277,12.22782,12.24971,25.84678,23.30604,20.18025,9.637917,23.53861,44.99899,37.99508,36.3259,22.69113,31.98639,31.28813,42.80206,17.94334,26.0105,16.18128,26.01138,20.15067,24.99077,11.4557,21.03257,5.278391,39.20892,13.5404,23.78333,4.610988,33.88695,28.27708,8.206035,44.10987,73.12937,26.1789,35.39627,9.781992,23.32283,39.70144,43.55984,7.129316,23.17884,32.20822,12.99821,17.33424,25.57431,21.21768,18.26001,21.80456,19.13972,12.84131,12.23283,13.42207,37.85545,35.92204,14.86882,20.72451,27.63932,32.74594,62.52754,16.44161,18.27555,35.25216,20.286,37.55311,37.04907,27.61236,41.34106,39.74607,26.53201,24.68093,46.63627,37.11041,28.57099,25.9652,35.46593,19.80671,25.55247,45.93527,34.77899,17.32919,30.31789,37.27869,31.14435
"PKLR",25.87022,20.13066,33.74894,32.95755,31.51356,44.39238,25.41459,26.87101,30.4637,14.17643,41.16141,27.0586,36.74903,28.19485,29.84344,16.83916,23.71637,24.40907,25.50403,23.10195,35.48981,13.58706,31.71211,8.359462,15.87597,15.95175,28.64307,12.86865,16.0479,19.65703,31.21225,19.99282,30.18094,25.39321,51.9606,17.63778,24.35569,42.9484,36.56835,15.35096,42.19328,34.54517,49.84316,19.71504,23.58708,22.37409,24.84016,26.76404,22.8387,14.94881,25.52214,12.60152,28.95058,31.5354,29.04341,24.54638,22.9696,26.63741,30.32226,17.67138,24.76888,19.98907,26.28891,20.02288,8.639225,11.55311,29.42169,7.878035,35.32702,23.34416,20.29679,16.96865,21.15593,17.31009,21.15541,35.91176,17.56632,13.41762,32.37652,24.66038,31.57887,20.28336,29.37972,33.24239
"PLA2G12A",87.6658,89.49835,88.89255,90.86298,41.47527,69.62604,81.17779,44.58254,56.03342,60.24751,71.50218,103.4216,93.56201,63.50475,48.30464,105.9839,37.38992,40.14998,37.59578,63.1079,63.39222,65.50011,66.43619,108.2788,80.60114,76.71892,37.1336,46.89096,8.480645,208.9131,30.92405,71.81866,65.44589,116.4697,44.586,75.49441,26.66478,110.1079,59.7134,143.6422,36.79165,85.33743,38.35437,39.48593,70.5478,109.033,26.54107,30.9047,58.66437,69.15636,38.94837,30.48587,51.04775,148.5749,94.62049,41.22378,50.53768,51.17559,45.89993,88.3248,41.94837,59.73708,41.85197,60.33414,92.51084,66.06708,39.89648,73.90803,56.43711,33.10403,49.24537,109.3106,51.45012,36.63713,13.63079,63.55308,51.92013,42.65665,94.12403,94.89522,57.3124,61.92421,39.26853,60.50185
"PPIAP30",1416.956,2277.831,1269.463,2277.179,1025.6,1363.172,1501.973,1799.824,834.5472,1728.723,795.8091,1846.31,1229.765,1348.609,772.5074,2108.914,953.5392,1084.385,1016.691,1019.971,1598.923,1753.877,1273.46,1939.488,1067.694,4802.313,850.8315,2030.095,523.3842,1140.992,1369.837,2423.268,1460.994,2182.791,1068.823,2260.17,617.9953,1014.784,1464.652,4830.313,933.3474,1956.076,630.9498,1579.374,1271.089,1994.464,337.7493,581.4427,678.6311,1849.878,386.2581,1238.067,1086.391,2088.98,1342.891,924.9273,1005.5,1485.6,1023.306,1255.125,1035.985,2243.005,843.3141,1832.205,2215.424,1824.556,1100.48,3243.898,726.7614,1489.047,618.1067,1348.766,979.5639,1284.509,1771.21,1466.558,2048.479,1577.143,1705.947,1974.806,1204.295,1751.139,1264.669,1335.713
"RBBP4",22.58412,33.99749,28.27206,28.83822,20.22643,18.4853,23.38759,22.3671,10.85843,34.35766,20.60071,30.68096,24.97944,29.88885,20.29694,37.98771,12.04126,21.76814,19.26823,22.15871,27.12667,40.71579,19.1275,36.49683,17.16844,46.10766,12.30846,32.13202,5.173384,18.47363,24.77976,24.23174,33.12897,57.28773,19.26562,43.22229,13.76702,34.33903,27.08894,62.36143,20.21328,30.16578,23.37083,19.58686,28.75816,34.20395,19.94001,11.86048,27.05967,21.04143,13.24709,14.21216,18.79018,91.93252,26.29944,10.10949,30.28411,26.53045,23.08426,32.05814,16.69254,28.10722,31.46784,19.7477,47.78085,31.12001,24.25189,44.03878,26.14703,22.18778,26.98981,37.41098,20.00187,20.59104,12.66103,21.72363,20.45733,20.99385,40.93109,46.0233,22.69718,35.63728,32.03266,28.46671
"RECQL",3.594895,3.720113,4.169143,4.289184,2.848935,2.427172,3.935825,3.625489,3.678314,4.457573,2.600318,3.160654,3.865573,4.330875,3.69905,4.018195,4.480129,4.182866,4.15811,4.718887,4.927946,3.325382,3.018418,3.476089,4.467742,3.968501,4.58606,3.377703,4.404879,5.939899,5.064733,5.354529,3.025783,2.912658,3.305244,3.187335,4.783247,5.992723,2.950074,3.580476,2.950311,3.505108,2.798322,2.623881,3.270474,4.409838,4.876722,3.357004,3.11337,3.491294,3.151862,3.211814,2.957629,3.274453,2.948153,3.003665,4.041559,3.987138,2.73741,2.598586,3.197733,4.132724,3.956177,4.372957,4.256411,3.743147,3.427468,3.976654,3.942699,3.869037,3.611943,3.511268,2.714312,2.582676,3.529407,3.244423,3.965194,4.144543,3.52706,3.123946,3.575344,3.190204,2.441381,2.559444
"RIMKLA",2.663734,2.509856,3.275782,7.0818,3.217561,3.189348,13.40745,2.608082,2.399416,2.980498,5.597919,5.690055,2.577551,2.83456,2.470769,2.670835,3.294685,3.04217,3.007226,3.387453,3.385574,3.11886,2.683893,12.72201,3.121362,2.646602,3.27837,7.090715,3.14956,6.372434,3.540226,3.661726,4.258383,2.496899,2.26348,2.221229,3.093698,4.068268,2.187088,2.57617,2.192194,2.77705,2.773163,1.941199,2.23586,4.324948,3.574229,2.455561,2.581167,2.716272,2.287137,3.361048,2.161723,2.332818,4.03635,2.326775,2.689748,2.770457,1.959741,1.892617,2.282117,7.167611,2.837395,3.268185,2.842606,2.610428,9.230166,2.78443,2.57386,2.629301,2.441123,2.305795,1.97527,2.760724,2.412314,2.17353,31.08047,3.026867,2.51151,2.304886,2.454895,2.230612,2.595066,1.884816
